name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_cost
Patrick Henry Community College,Virginia,VA,Public,2,0.0,4730,4730,10658,10658,9460
Paul D. Camp Community College,Virginia,VA,Public,2,0.0,4730,4730,10768,10768,9460
Paul Quinn College,Texas,TX,Private,4,6000.0,8495,14495,8495,14495,57980
Paul Smith's College,New York,NY,Private,4,12240.0,28484,40724,28484,40724,162896
Pearl River Community College,Mississippi,MS,Public,2,4900.0,3500,8400,5898,10798,16800
Peirce College,Pennsylvania,PA,Private,4,0.0,18660,18660,18660,18660,74640
Pellissippi State Community College,Tennessee,TN,Public,2,0.0,4480,4480,13246,13246,8960
Peninsula College,Washington,WA,Public,2,0.0,5023,5023,9852,9852,10046
Penn Commercial Business and Technical School,Pennsylvania,PA,For Profit,2,0.0,11809,11809,11809,11809,23618
Penn State Abington,Pennsylvania,PA,Public,4,8100.0,14524,22624,23278,31378,90496
Penn State Altoona,Pennsylvania,PA,Public,4,11570.0,15198,26768,24450,36020,107072
Penn State Beaver,Pennsylvania,PA,Public,4,11570.0,13702,25272,21886,33456,101088
Penn State Berks,Pennsylvania,PA,Public,4,12730.0,15198,27928,24450,37180,111712
Penn State Brandywine,Pennsylvania,PA,Public,4,12180.0,14468,26648,23028,35208,106592
Penn State DuBois,Pennsylvania,PA,Public,4,0.0,13702,13702,21886,21886,54808
"Penn State Erie, The Behrend College",Pennsylvania,PA,Public,4,11570.0,15198,26768,24450,36020,107072
"Penn State Fayette, The Eberly Campus",Pennsylvania,PA,Public,4,0.0,13702,13702,21886,21886,54808
Penn State Greater Allegheny,Pennsylvania,PA,Public,4,11570.0,13702,25272,21886,33456,101088
Penn State Harrisburg,Pennsylvania,PA,Public,4,13280.0,15198,28478,24450,37730,113912
Penn State Hazleton,Pennsylvania,PA,Public,4,11570.0,14468,26038,23028,34598,104152
Penn State Lehigh Valley,Pennsylvania,PA,Public,4,0.0,14468,14468,23028,23028,57872
Penn State Mont Alto,Pennsylvania,PA,Public,4,11570.0,13702,25272,21886,33456,101088
Penn State New Kensington,Pennsylvania,PA,Public,4,0.0,13702,13702,21886,21886,54808
Penn State Schuylkill,Pennsylvania,PA,Public,4,8618.0,14468,23086,23028,31646,92344
Penn State Shenango,Pennsylvania,PA,Public,4,0.0,13342,13342,21366,21366,53368
Penn State University Park,Pennsylvania,PA,Public,4,11570.0,18454,30024,34858,46428,120096
Penn State Wilkes-Barre,Pennsylvania,PA,Public,4,0.0,13586,13586,21770,21770,54344
Penn State Worthington Scranton,Pennsylvania,PA,Public,4,0.0,14832,14832,23028,23028,59328
Penn State York,Pennsylvania,PA,Public,4,0.0,14468,14468,23028,23028,57872
Pennsylvania Academy of the Fine Arts,Pennsylvania,PA,Private,4,0.0,38878,38878,38878,38878,155512
Pennsylvania College of Art and Design,Pennsylvania,PA,Private,4,0.0,25850,25850,25850,25850,103400
Pennsylvania College of Health Sciences,Pennsylvania,PA,Private,4,0.0,27662,27662,27662,27662,110648
Pennsylvania College of Technology,Pennsylvania,PA,Public,4,11544.0,16740,28284,23880,35424,113136
Pennsylvania Highlands Community College,Pennsylvania,PA,Public,2,0.0,5820,5820,11460,11460,11640
Pennsylvania Institute of Technology,Pennsylvania,PA,Private,2,6000.0,13365,19365,13365,19365,38730
Pensacola State College,Florida,FL,Public,2,0.0,3137,3137,12593,12593,6274
Pepperdine University,California,CA,Private,4,15320.0,53932,69252,53932,69252,277008
Peru State College,Nebraska,NE,Public,4,8010.0,7452,15462,7482,15492,61848
Pfeiffer University,North Carolina,NC,Private,4,11226.0,30234,41460,30234,41460,165840
Philander Smith College,Arkansas,AR,Private,4,8250.0,12414,20664,12414,20664,82656
Phillips Community College of the University of Arkansas,Arkansas,AR,Public,2,0.0,2910,2910,4740,4740,5820
Phillips School of Nursing at Mount Sinai Beth Israel,New York,NY,Private,2,0.0,37445,37445,37445,37445,74890
Phoenix College,Arizona,AZ,Public,2,0.0,2580,2580,9810,9810,5160
Piedmont College,Georgia,GA,Private,4,10168.0,25920,36088,25920,36088,144352
Piedmont Community College,North Carolina,NC,Public,2,0.0,2544,2544,8688,8688,5088
Piedmont International University,North Carolina,NC,Private,4,7810.0,10970,18780,10970,18780,75120
Piedmont Technical College,South Carolina,SC,Public,2,0.0,5495,5495,7985,7985,10990
Piedmont Virginia Community College,Virginia,VA,Public,2,0.0,4930,4930,10858,10858,9860
Pierce College,Washington,WA,Public,2,0.0,4477,4477,5112,5112,8954
Pierpont Community and Technical College,West Virginia,WV,Public,2,9980.0,4918,14898,11472,21452,29796
Pikes Peak Community College,Colorado,CO,Public,2,0.0,4812,4812,18672,18672,9624
Pillar College,New Jersey,NJ,Private,4,0.0,21700,21700,21700,21700,86800
Pima Community College,Arizona,AZ,Public,2,0.0,2670,2670,9315,9315,5340
Pine Manor College,Massachusetts,MA,Private,4,13830.0,31660,45490,31660,45490,181960
Pine Technical & Community College,Minnesota,MN,Public,2,0.0,5093,5093,9687,9687,10186
Pinnacle Career Institute: Kansas City,Missouri,MO,For Profit,2,0.0,17774,17774,17774,17774,35548
Pitt Community College,North Carolina,NC,Public,2,0.0,2354,2354,8114,8114,4708
Pittsburg State University,Kansas,KS,Public,4,7778.0,7298,15076,18642,26420,60304
Pittsburgh Institute of Aeronautics,Pennsylvania,PA,Private,2,0.0,15990,15990,15990,15990,31980
Pittsburgh Institute of Mortuary Science,Pennsylvania,PA,Private,2,0.0,15325,15325,15325,15325,30650
Pitzer College,California,CA,Private,4,16844.0,54056,70900,54056,70900,283600
Plymouth State University,New Hampshire,NH,Public,4,11100.0,14099,25199,22769,33869,100796
Point Loma Nazarene University,California,CA,Private,4,10450.0,35700,46150,35700,46150,184600
Point Park University,Pennsylvania,PA,Private,4,12200.0,31450,43650,31450,43650,174600
Point University,Georgia,GA,Private,4,7900.0,20600,28500,20600,28500,114000
Polk State College,Florida,FL,Public,2,0.0,3367,3367,12272,12272,6734
Pomona College,California,CA,Private,4,16716.0,52780,69496,52780,69496,277984
Pontifical Catholic University of Puerto Rico,,PR,Private,4,1374.0,5490,6864,5490,6864,27456
Pontifical College Josephinum,Ohio,OH,Private,4,10600.0,23285,33885,23285,33885,135540
Porterville College,California,CA,Public,2,0.0,1404,1404,7824,7824,2808
Portland Community College,Oregon,OR,Public,2,0.0,5408,5408,11483,11483,10816
Portland State University,Oregon,OR,Public,4,10428.0,9105,19533,27060,37488,78132
Post University,Connecticut,CT,For Profit,4,11600.0,31050,42650,31050,42650,170600
Potomac State College of West Virginia University,West Virginia,WV,Public,2,8524.0,4488,13012,11376,19900,26024
Prairie State College,Illinois,IL,Public,2,0.0,5220,5220,13830,13830,10440
Prairie View A&M University,Texas,TX,Public,4,8925.0,10533,19458,24843,33768,77832
Pratt Community College,Kansas,KS,Public,2,5641.0,3428,9069,3728,9369,18138
Pratt Institute,New York,NY,Private,4,12622.0,51870,64492,51870,64492,257968
Presbyterian College,South Carolina,SC,Private,4,10480.0,38660,49140,38660,49140,196560
Prescott College,Arizona,AZ,Private,4,7700.0,31485,39185,31485,39185,156740
Presentation College,South Dakota,SD,Private,4,9578.0,19995,29573,19995,29573,118292
Prince George's Community College,Maryland,MD,Public,2,0.0,4700,4700,10610,10610,9400
Princeton University,New Jersey,NJ,Private,4,16290.0,49330,65620,49330,65620,262480
Principia College,Illinois,IL,Private,4,11610.0,29470,41080,29470,41080,164320
Providence Christian College,California,CA,Private,4,9694.0,29372,39066,29372,39066,156264
Providence College,Rhode Island,RI,Private,4,14700.0,50390,65090,50390,65090,260360
Pueblo Community College,Colorado,CO,Public,2,0.0,5968,5968,19425,19425,11936
Purdue University,Indiana,IN,Public,4,10030.0,9992,20022,28794,38824,80088
Purdue University Northwest,Indiana,IN,Public,4,7640.0,7686,15326,17368,25008,61304
Queens University of Charlotte,North Carolina,NC,Private,4,10860.0,34684,45544,34684,45544,182176
Quincy College,Massachusetts,MA,Public,2,0.0,7100,7100,7100,7100,14200
Quincy University,Illinois,IL,Private,4,10500.0,28462,38962,28462,38962,155848
Quinebaug Valley Community College,Connecticut,CT,Public,2,0.0,4399,4399,13167,13167,8798
Quinnipiac University,Connecticut,CT,Private,4,14540.0,47960,62500,47960,62500,250000
Quinsigamond Community College,Massachusetts,MA,Public,2,0.0,6720,6720,12900,12900,13440
Rabbi Jacob Joseph School,New Jersey,NJ,Private,4,3300.0,14400,17700,14400,17700,70800
Rabbinical Academy Mesivta Rabbi Chaim Berlin,New York,NY,Private,4,3000.0,12800,15800,12800,15800,63200
Rabbinical College Beth Shraga,New York,NY,Private,4,5700.0,13550,19250,13550,19250,77000
Rabbinical College Bobover Yeshiva B'nei Zion,New York,NY,Private,4,4500.0,7750,12250,7750,12250,49000
Rabbinical College of America,New Jersey,NJ,Private,4,7500.0,11500,19000,11500,19000,76000
Rabbinical College of Long Island,New York,NY,Private,4,4900.0,11575,16475,11575,16475,65900
Rabbinical College of Ohr Shimon Yisroel,New York,NY,Private,4,1600.0,13500,15100,13500,15100,60400
Rabbinical College of Telshe,Ohio,OH,Private,4,3000.0,10800,13800,10800,13800,55200
Rabbinical Seminary of America,New York,NY,Private,4,6000.0,9800,15800,9800,15800,63200
Radford University,Virginia,VA,Public,4,9406.0,11210,20616,22845,32251,82464
Rainy River Community College,Minnesota,MN,Public,2,4280.0,5325,9605,6507,10787,19210
Ramapo College of New Jersey,New Jersey,NJ,Public,4,12450.0,14374,26824,23715,36165,107296
Randall University,Oklahoma,OK,Private,4,7704.0,14090,21794,14090,21794,87176
Randolph College,Virginia,VA,Private,4,13580.0,39585,53165,39585,53165,212660
Randolph Community College,North Carolina,NC,Public,2,0.0,2383,2383,8143,8143,4766
Randolph-Macon College,Virginia,VA,Private,4,11860.0,41400,53260,41400,53260,213040
Ranger College,Texas,TX,Public,2,4231.0,3065,7296,5765,9996,14592
Ranken Technical College,Missouri,MO,Private,2,0.0,14392,14392,14392,14392,28784
Rappahannock Community College,Virginia,VA,Public,2,0.0,5075,5075,10373,10373,10150
Raritan Valley Community College,New Jersey,NJ,Public,2,0.0,5686,5686,7036,7036,11372
Reading Area Community College,Pennsylvania,PA,Public,2,0.0,5580,5580,10590,10590,11160
Red Rocks Community College,Colorado,CO,Public,2,0.0,4986,4986,18848,18848,9972
Redlands Community College,Oklahoma,OK,Public,2,7468.0,5325,12793,7891,15359,25586
Reed College,Oregon,OR,Private,4,14210.0,56340,70550,56340,70550,282200
Reedley College,California,CA,Public,2,6668.0,1420,8088,9160,15828,16176
Refrigeration School,Arizona,AZ,For Profit,2,0.0,21615,21615,21615,21615,43230
Regent University,Virginia,VA,Private,4,9120.0,18108,27228,18108,27228,108912
Regis College,Massachusetts,MA,Private,4,15180.0,41015,56195,41015,56195,224780
Regis University,Colorado,CO,Private,4,11560.0,36810,48370,36810,48370,193480
Reinhardt University,Georgia,GA,Private,4,10200.0,23300,33500,23300,33500,134000
Rend Lake College,Illinois,IL,Public,2,0.0,3900,3900,6600,6600,7800
Rensselaer Polytechnic Institute,New York,NY,Private,4,15260.0,53880,69140,53880,69140,276560
Renton Technical College,Washington,WA,Public,2,0.0,4701,4701,5123,5123,9402
Research College of Nursing,Missouri,MO,For Profit,4,9970.0,37600,47570,37600,47570,190280
Restaurant School at Walnut Hill College,Pennsylvania,PA,For Profit,4,7200.0,13580,20780,13580,20780,83120
Resurrection University,Illinois,IL,Private,4,0.0,26390,26390,26390,26390,105560
Rhode Island College,Rhode Island,RI,Public,4,11829.0,8929,20758,21692,33521,83032
Rhode Island School of Design,Rhode Island,RI,Private,4,13400.0,50960,64360,50960,64360,257440
Rhodes College,Tennessee,TN,Private,4,11403.0,47890,59293,47890,59293,237172
Rice University,Texas,TX,Private,4,14000.0,47350,61350,47350,61350,245400
Richard Bland College,Virginia,VA,Public,2,12204.0,8100,20304,21810,34014,40608
Richland College,Texas,TX,Public,2,0.0,1770,1770,5220,5220,3540
Richland Community College,Illinois,IL,Public,2,0.0,4410,4410,14490,14490,8820
Richmond Community College,North Carolina,NC,Public,2,0.0,2344,2344,8104,8104,4688
Rider University,New Jersey,NJ,Private,4,14700.0,41310,56010,41310,56010,224040
Ridgewater College,Minnesota,MN,Public,2,0.0,5429,5429,5429,5429,10858
Ringling College of Art and Design,Florida,FL,Private,4,15070.0,46420,61490,46420,61490,245960
Rio Hondo College,California,CA,Public,2,0.0,1452,1452,8472,8472,2904
Rio Salado College,Arizona,AZ,Public,2,7584.0,1898,9482,6222,13806,18964
Ripon College,Wisconsin,WI,Private,4,8400.0,43808,52208,43808,52208,208832
River Parishes Community College,Louisiana,LA,Public,2,0.0,4079,4079,8123,8123,8158
River Valley Community College,New Hampshire,NH,Public,2,0.0,6720,6720,14970,14970,13440
Riverland Community College,Minnesota,MN,Public,2,0.0,5580,5580,5580,5580,11160
Riverside City College,California,CA,Public,2,0.0,1416,1416,9156,9156,2832
Rivier University,New Hampshire,NH,Private,4,12526.0,31790,44316,31790,44316,177264
Roane State Community College,Tennessee,TN,Public,2,0.0,4443,4443,17349,17349,8886
Roanoke College,Virginia,VA,Private,4,13690.0,44030,57720,44030,57720,230880
Roanoke-Chowan Community College,North Carolina,NC,Public,2,0.0,2490,2490,8250,8250,4980
Robert Morris University,Pennsylvania,PA,Private,4,11400.0,30300,41700,30300,41700,166800
Robert Morris University: Chicago,Illinois,IL,Private,4,0.0,28530,28530,28530,28530,114120
Roberts Wesleyan College,New York,NY,Private,4,10628.0,31818,42446,31818,42446,169784
Robeson Community College,North Carolina,NC,Public,2,0.0,2394,2394,8154,8154,4788
Rochester College,Michigan,MI,Private,4,7376.0,24218,31594,24218,31594,126376
Rochester Community and Technical College,Minnesota,MN,Public,2,0.0,6163,6163,6163,6163,12326
Rochester Institute of Technology,New York,NY,Private,4,13046.0,44130,57176,44130,57176,228704
Rock Valley College,Illinois,IL,Public,2,0.0,3764,3764,15224,15224,7528
Rockford University,Illinois,IL,Private,4,8660.0,30930,39590,30930,39590,158360
Rockhurst University,Missouri,MO,Private,4,10200.0,37590,47790,37590,47790,191160
Rockingham Community College,North Carolina,NC,Public,2,0.0,2376,2376,8136,8136,4752
Rockland Community College,New York,NY,Public,2,0.0,5326,5326,10072,10072,10652
Rocky Mountain College,Montana,MT,Private,4,8330.0,28512,36842,28512,36842,147368
Roger Williams University,Rhode Island,RI,Private,4,15890.0,34522,50412,34522,50412,201648
Rogers State University,Oklahoma,OK,Public,4,8616.0,6870,15486,15210,23826,61944
Rogue Community College,Oregon,OR,Public,2,0.0,5550,5550,6630,6630,11100
Rollins College,Florida,FL,Private,4,14735.0,49760,64495,49760,64495,257980
Roosevelt University,Illinois,IL,Private,4,13223.0,29832,43055,29832,43055,172220
